Date,Country,State,Disease,Symptoms,Cases,Severity_Score,Risk_Level,Hospital_Visits
2026-04-13,Canada,Alberta,Diabetes,"increased thirst, fatigue, weight loss",40,8,Moderate,16
2025-12-26,India,Gujarat,Diabetes,"fatigue, frequent urination, weight loss, increased thirst",390,15,High,294
2026-01-18,Germany,Hamburg,Dengue,"joint pain, headache",149,5,Low,103
2025-10-14,Germany,Berlin,Respiratory Infection,"cough, fever, sore throat",105,7,Low,8
2025-07-31,USA,California,Respiratory Infection,"sore throat, breathing issue, cough",113,11,Moderate,68
2026-04-05,India,Punjab,Skin Infection,"redness, itching",253,19,High,35
2025-10-27,Germany,Berlin,Respiratory Infection,"breathing issue, sore throat, fever, cough",343,3,Low,39
2026-02-21,India,Punjab,Dengue,"headache, high fever, skin rash, joint pain",131,18,High,47
2026-05-15,Canada,Ontario,Diabetes,"weight loss, increased thirst, frequent urination, fatigue",464,9,Moderate,43
2026-04-19,Canada,Alberta,COVID-19,"cough, breathing difficulty",433,10,Moderate,33
2026-05-21,USA,California,Asthma,"chest tightness, breathing difficulty, cough",153,3,Low,109
2025-06-07,Germany,Berlin,Flu,"fever, runny nose, cough, body pain",483,6,Low,27
2025-06-05,Canada,Alberta,Diabetes,"increased thirst, frequent urination",213,16,High,68
2025-09-24,Canada,Ontario,Typhoid,"abdominal pain, loss of appetite, weakness, fever",289,20,High,51
2025-09-30,Canada,Quebec,Malaria,"fever, chills, sweating",233,12,Moderate,220
2025-10-03,India,Karnataka,Typhoid,"abdominal pain, fever",209,15,High,27
2026-01-29,USA,Texas,Flu,"runny nose, cough, fever, body pain",494,13,Moderate,154
2025-07-13,India,Tamil Nadu,Diabetes,"frequent urination, fatigue, weight loss, increased thirst",437,9,Moderate,392
2025-12-16,Canada,Quebec,COVID-19,"cough, breathing difficulty",119,12,Moderate,69
2026-05-18,Germany,Hesse,Respiratory Infection,"cough, fever",436,18,High,139
2025-06-08,India,Delhi,Typhoid,"weakness, abdominal pain",144,18,High,118
2025-11-24,Canada,Alberta,Skin Infection,"skin rash, redness",126,13,Moderate,119
2026-02-17,Germany,Berlin,Dengue,"skin rash, joint pain",394,9,Moderate,308
2025-12-05,Germany,Hamburg,Diabetes,"weight loss, frequent urination, increased thirst",444,16,High,129
2025-08-08,Canada,Quebec,COVID-19,"loss of smell, breathing difficulty, cough, fever",166,11,Moderate,98
2026-04-12,India,Rajasthan,Diabetes,"increased thirst, fatigue",251,14,Moderate,119
2025-10-28,Canada,Alberta,COVID-19,"fever, cough",176,4,Low,97
2026-03-12,Canada,Alberta,Asthma,"wheezing, cough, breathing difficulty, chest tightness",110,12,Moderate,27
2026-01-24,USA,Texas,Skin Infection,"redness, skin rash, itching, swelling",489,20,High,324
2025-06-23,India,Maharashtra,Diabetes,"frequent urination, fatigue, weight loss, increased thirst",275,10,Moderate,154
2025-12-13,Germany,Bavaria,Flu,"cough, body pain, runny nose, fever",386,6,Low,163
2026-05-05,Canada,Quebec,Migraine,"vomiting, sensitivity to light, headache, nausea",284,11,Moderate,17
2025-12-28,USA,California,Asthma,"breathing difficulty, cough",280,6,Low,106
2026-03-09,India,Rajasthan,Respiratory Infection,"sore throat, cough, fever, breathing issue",41,10,Moderate,4
2025-06-20,Germany,Berlin,Asthma,"wheezing, breathing difficulty, cough",398,4,Low,188
2025-12-07,Germany,Hamburg,COVID-19,"fever, breathing difficulty, cough",105,6,Low,7
2025-07-08,Canada,Alberta,Migraine,"sensitivity to light, nausea, headache",215,15,High,94
2025-10-11,Germany,Bavaria,Diabetes,"fatigue, weight loss, frequent urination",487,10,Moderate,269
2025-10-16,India,Gujarat,Migraine,"headache, sensitivity to light, vomiting, nausea",401,5,Low,312
2026-02-25,USA,Texas,Respiratory Infection,"cough, breathing issue",465,7,Low,215
2026-04-28,USA,New York,Skin Infection,"itching, swelling, skin rash",156,17,High,86
2026-04-08,Germany,Hamburg,Dengue,"high fever, headache, joint pain",273,19,High,202
2026-01-15,USA,Ohio,Asthma,"breathing difficulty, chest tightness, cough, wheezing",158,8,Moderate,157
2025-06-09,Canada,Ontario,COVID-19,"fever, cough, loss of smell, breathing difficulty",413,20,High,24
2025-07-01,USA,Ohio,Diabetes,"frequent urination, fatigue",134,5,Low,103
2026-01-27,USA,California,COVID-19,"loss of smell, cough, fever",490,18,High,158
2025-10-12,USA,California,Migraine,"vomiting, headache, nausea",149,8,Moderate,121
2025-10-27,USA,Texas,Asthma,"chest tightness, breathing difficulty, cough, wheezing",114,4,Low,28
2026-05-02,Germany,Hamburg,Skin Infection,"skin rash, itching",214,13,Moderate,188
2025-06-26,USA,New York,Migraine,"nausea, headache, vomiting, sensitivity to light",405,13,Moderate,191
2025-10-03,Germany,Bavaria,COVID-19,"fever, breathing difficulty, cough, loss of smell",277,5,Low,40
2025-12-25,Germany,Hesse,Skin Infection,"swelling, redness, skin rash",154,13,Moderate,132
2026-05-02,Germany,Berlin,Dengue,"high fever, skin rash",420,18,High,224
2026-05-13,Germany,Bavaria,Migraine,"vomiting, sensitivity to light, nausea, headache",463,8,Moderate,77
2025-12-27,India,Delhi,Migraine,"headache, sensitivity to light, vomiting",350,17,High,311
2025-06-20,Canada,Quebec,Skin Infection,"skin rash, redness",299,8,Moderate,265
2025-09-08,Germany,Hamburg,Diabetes,"weight loss, frequent urination, increased thirst, fatigue",155,19,High,38
2025-11-17,India,Punjab,Respiratory Infection,"fever, breathing issue, sore throat, cough",140,5,Low,56
2025-08-27,Canada,Quebec,Malaria,"fever, chills, sweating, fatigue",301,5,Low,202
2025-05-24,Canada,Ontario,Asthma,"cough, breathing difficulty, chest tightness, wheezing",59,7,Low,48
2025-12-07,USA,Ohio,Dengue,"joint pain, headache, high fever, skin rash",368,20,High,132
2026-03-08,India,Gujarat,Typhoid,"loss of appetite, weakness, fever, abdominal pain",296,8,Moderate,121
2026-02-17,USA,Florida,Respiratory Infection,"sore throat, cough, breathing issue, fever",78,6,Low,57
2026-03-05,India,Rajasthan,Typhoid,"weakness, loss of appetite, fever, abdominal pain",289,8,Moderate,36
2026-04-10,Germany,Bavaria,COVID-19,"breathing difficulty, cough, fever, loss of smell",178,18,High,142
2026-01-25,Canada,Alberta,COVID-19,"loss of smell, fever, breathing difficulty, cough",247,7,Low,86
2026-02-24,Germany,Hesse,Asthma,"chest tightness, cough, breathing difficulty",346,4,Low,276
2025-09-07,Canada,Alberta,Skin Infection,"skin rash, itching, redness, swelling",249,7,Low,96
2025-09-10,Germany,Bavaria,Malaria,"sweating, chills, fever",402,20,High,267
2026-03-08,India,Rajasthan,Malaria,"sweating, chills, fatigue",212,19,High,54
2025-06-03,Canada,Quebec,Diabetes,"fatigue, frequent urination",423,20,High,317
2025-07-25,USA,California,Asthma,"chest tightness, cough",101,14,Moderate,25
2026-03-29,India,Gujarat,COVID-19,"loss of smell, fever",217,18,High,176
2025-11-14,Germany,Berlin,Asthma,"wheezing, chest tightness, breathing difficulty",352,5,Low,131
2025-10-27,Germany,Berlin,Dengue,"joint pain, headache",372,3,Low,309
2026-01-30,USA,California,COVID-19,"fever, loss of smell",467,17,High,147
2025-06-04,Canada,Quebec,Diabetes,"fatigue, frequent urination, increased thirst, weight loss",58,6,Low,15
2026-04-20,Germany,Berlin,COVID-19,"fever, breathing difficulty, cough",497,7,Low,274
2025-10-15,Germany,Berlin,Diabetes,"frequent urination, weight loss, fatigue, increased thirst",467,20,High,381
2025-06-30,USA,California,Migraine,"headache, vomiting, sensitivity to light",270,20,High,74
2025-09-01,Canada,Ontario,COVID-19,"cough, fever, breathing difficulty",338,10,Moderate,118
2026-02-05,USA,Ohio,Dengue,"high fever, headache, skin rash",186,5,Low,59
2025-12-09,Canada,Alberta,Flu,"cough, runny nose, fever",244,15,High,184
2025-08-19,Germany,Hamburg,Asthma,"cough, wheezing, breathing difficulty",148,10,Moderate,144
2026-03-31,India,Tamil Nadu,COVID-19,"loss of smell, breathing difficulty, fever, cough",177,8,Moderate,74
2026-01-06,Germany,Berlin,Diabetes,"fatigue, weight loss",404,3,Low,189
2025-09-09,USA,Texas,Migraine,"sensitivity to light, vomiting",410,16,High,364
2025-09-29,USA,Ohio,Skin Infection,"swelling, skin rash, redness, itching",89,6,Low,39
2026-01-10,Canada,Quebec,Dengue,"skin rash, joint pain, high fever",123,12,Moderate,108
2025-05-25,Canada,Alberta,COVID-19,"loss of smell, cough, fever, breathing difficulty",42,7,Low,20
2025-08-07,USA,Florida,Diabetes,"fatigue, increased thirst, weight loss",400,4,Low,366
2025-09-29,Canada,Alberta,Migraine,"vomiting, headache, nausea",41,11,Moderate,15
2026-04-06,India,Gujarat,Skin Infection,"redness, itching, skin rash, swelling",204,10,Moderate,83
2025-10-13,Canada,Quebec,Diabetes,"increased thirst, weight loss, fatigue",83,15,High,35
2025-08-31,Germany,Hamburg,Dengue,"high fever, headache",411,17,High,99
2025-06-25,India,Delhi,Malaria,"fatigue, sweating, chills, fever",234,8,Moderate,129
2025-11-21,Canada,Alberta,Typhoid,"fever, abdominal pain",247,6,Low,75
2026-03-13,USA,Florida,Skin Infection,"redness, skin rash",476,11,Moderate,254
2026-05-16,India,Rajasthan,COVID-19,"breathing difficulty, fever, loss of smell, cough",196,6,Low,194
2025-11-10,USA,Florida,Respiratory Infection,"cough, sore throat, fever",24,12,Moderate,16
2026-04-22,India,Maharashtra,Diabetes,"fatigue, frequent urination, increased thirst",194,14,Moderate,76
2025-11-20,Canada,Alberta,Migraine,"nausea, vomiting, sensitivity to light, headache",16,7,Low,11
2026-05-05,Canada,Alberta,Malaria,"chills, fever, fatigue, sweating",330,15,High,142
2026-02-24,Canada,Alberta,COVID-19,"cough, fever, breathing difficulty, loss of smell",387,12,Moderate,188
2026-01-24,India,Uttar Pradesh,Typhoid,"fever, abdominal pain, loss of appetite",81,9,Moderate,39
2025-12-12,Canada,Quebec,Malaria,"sweating, chills",378,6,Low,136
2025-05-27,USA,Texas,Respiratory Infection,"fever, breathing issue",372,9,Moderate,207
2025-11-11,India,Tamil Nadu,Typhoid,"weakness, abdominal pain",88,18,High,27
2026-01-25,Germany,Bavaria,Flu,"fever, runny nose, body pain, cough",193,12,Moderate,90
2025-11-15,Canada,Alberta,Asthma,"breathing difficulty, wheezing",102,17,High,44
2026-05-04,Germany,Berlin,Asthma,"cough, breathing difficulty, wheezing, chest tightness",451,5,Low,270
2025-08-26,Canada,Quebec,Skin Infection,"skin rash, swelling, itching, redness",270,12,Moderate,233
2025-07-22,Germany,Hamburg,Typhoid,"abdominal pain, loss of appetite",146,6,Low,14
2025-12-26,USA,California,Respiratory Infection,"cough, fever, breathing issue, sore throat",424,13,Moderate,181
2026-01-28,Canada,Ontario,Skin Infection,"itching, redness, swelling, skin rash",112,17,High,90
2025-10-27,USA,New York,Diabetes,"increased thirst, weight loss, frequent urination, fatigue",500,7,Low,317
2026-04-15,India,Maharashtra,Dengue,"headache, high fever",493,6,Low,199
2025-09-08,USA,Texas,Dengue,"high fever, joint pain",98,15,High,89
2025-12-29,India,Gujarat,Dengue,"skin rash, joint pain, high fever",269,8,Moderate,213
2025-11-20,Germany,Berlin,COVID-19,"loss of smell, fever, breathing difficulty, cough",116,8,Moderate,52
2025-08-06,Canada,Quebec,Skin Infection,"itching, swelling, skin rash",359,4,Low,79
2026-01-13,Germany,Berlin,Malaria,"chills, fatigue, sweating",158,9,Moderate,119
2026-02-20,USA,California,Respiratory Infection,"breathing issue, cough, sore throat, fever",269,14,Moderate,245
2025-10-12,Germany,Berlin,Flu,"body pain, runny nose, cough",25,4,Low,8
2025-08-14,USA,Ohio,Malaria,"sweating, chills, fever",57,4,Low,56
2025-11-21,Germany,Hesse,Diabetes,"weight loss, fatigue, increased thirst, frequent urination",71,15,High,68
2025-05-28,Germany,Hesse,Respiratory Infection,"cough, sore throat, fever",256,9,Moderate,128
2026-03-23,India,Uttar Pradesh,Skin Infection,"itching, skin rash",399,11,Moderate,363
2026-05-19,USA,Florida,Migraine,"vomiting, nausea, headache, sensitivity to light",167,9,Moderate,104
2025-09-13,India,Rajasthan,Malaria,"sweating, chills",471,16,High,159
2025-08-08,Germany,Berlin,Skin Infection,"itching, swelling, skin rash, redness",135,8,Moderate,89
2025-09-24,Germany,Berlin,Skin Infection,"swelling, redness",111,10,Moderate,108
2025-11-13,Germany,Bavaria,Malaria,"fever, chills, sweating",424,14,Moderate,87
2025-08-25,Germany,Berlin,Respiratory Infection,"fever, cough, breathing issue, sore throat",147,7,Low,14
2026-03-31,India,Maharashtra,Respiratory Infection,"breathing issue, fever, sore throat",383,11,Moderate,188
2026-05-14,India,Maharashtra,Typhoid,"abdominal pain, fever",295,20,High,167
2025-12-30,Canada,Quebec,Dengue,"joint pain, high fever",298,15,High,26
2025-12-07,Canada,Quebec,Flu,"cough, fever, runny nose, body pain",261,4,Low,187
2026-05-03,Germany,Berlin,Flu,"runny nose, cough, fever",86,15,High,46
2025-09-14,USA,Florida,COVID-19,"cough, loss of smell, breathing difficulty, fever",345,16,High,123
2025-11-27,India,Maharashtra,Skin Infection,"redness, itching",78,11,Moderate,32
2025-06-07,India,Gujarat,Flu,"fever, runny nose",378,13,Moderate,253
2025-08-24,Germany,Hesse,Typhoid,"loss of appetite, fever, abdominal pain",419,12,Moderate,362
2026-03-11,Germany,Berlin,Asthma,"breathing difficulty, wheezing, chest tightness, cough",203,8,Moderate,36
2025-06-15,Canada,Ontario,Flu,"cough, fever, body pain, runny nose",209,18,High,78
2026-02-27,Germany,Bavaria,Asthma,"breathing difficulty, wheezing",31,13,Moderate,14
2026-03-07,USA,Texas,Typhoid,"abdominal pain, loss of appetite",48,11,Moderate,31
2025-07-23,Germany,Bavaria,Skin Infection,"skin rash, swelling, redness",224,4,Low,94
2025-10-06,USA,Texas,Migraine,"vomiting, headache",259,13,Moderate,117
2025-10-29,India,Gujarat,Respiratory Infection,"sore throat, breathing issue",280,7,Low,172
2025-05-28,Canada,Quebec,COVID-19,"cough, breathing difficulty, fever",137,17,High,131
2025-06-09,India,Tamil Nadu,Skin Infection,"swelling, redness, skin rash",66,17,High,34
2026-05-19,India,Gujarat,Typhoid,"weakness, loss of appetite",422,6,Low,166
2025-12-15,India,Uttar Pradesh,COVID-19,"breathing difficulty, loss of smell, cough",96,16,High,56
2026-02-20,USA,Texas,Respiratory Infection,"fever, sore throat, breathing issue",42,3,Low,14
2026-05-09,USA,Florida,Flu,"runny nose, body pain",335,8,Moderate,183
2025-08-01,Canada,Quebec,Diabetes,"frequent urination, weight loss",489,3,Low,121
2025-06-19,Germany,Hesse,Malaria,"fatigue, sweating, chills",319,16,High,127
2026-01-09,Germany,Berlin,Respiratory Infection,"cough, sore throat, fever",372,18,High,259
2026-02-21,India,Karnataka,Flu,"runny nose, fever",46,10,Moderate,11
2026-05-07,Canada,Ontario,Migraine,"sensitivity to light, vomiting, nausea",108,12,Moderate,69
2025-09-06,USA,Ohio,Skin Infection,"itching, swelling, skin rash",245,14,Moderate,204
2026-01-19,Germany,Bavaria,Asthma,"wheezing, cough, chest tightness",16,11,Moderate,2
2025-12-19,Canada,Alberta,Respiratory Infection,"sore throat, cough, breathing issue",269,19,High,140
2025-06-01,Germany,Bavaria,Flu,"fever, runny nose, cough",17,19,High,3
2025-11-22,USA,Ohio,Typhoid,"loss of appetite, abdominal pain, weakness, fever",199,4,Low,85
2025-07-12,Canada,Ontario,Diabetes,"increased thirst, weight loss, fatigue",280,19,High,106
2025-07-13,Germany,Bavaria,Flu,"runny nose, body pain, fever",257,9,Moderate,249
2025-07-22,Germany,Bavaria,Malaria,"fever, chills, fatigue, sweating",299,7,Low,203
2025-07-01,India,Tamil Nadu,Malaria,"fever, fatigue, chills, sweating",227,17,High,70
2026-03-06,Canada,Alberta,Diabetes,"increased thirst, fatigue, weight loss",318,17,High,170
2025-12-07,India,Punjab,COVID-19,"cough, fever, loss of smell",257,14,Moderate,147
2025-08-13,Canada,Quebec,Dengue,"skin rash, headache",32,19,High,10
2026-02-12,Germany,Bavaria,Typhoid,"weakness, loss of appetite, fever",251,12,Moderate,163
2025-08-04,Germany,Hamburg,Malaria,"fatigue, fever, chills, sweating",103,8,Moderate,29
2025-09-20,India,Punjab,Diabetes,"weight loss, frequent urination, fatigue",14,3,Low,3
2025-09-20,Canada,Quebec,Malaria,"chills, fever, sweating",402,10,Moderate,78
2025-10-31,India,Punjab,COVID-19,"fever, cough, breathing difficulty, loss of smell",434,3,Low,413
2026-03-23,India,Tamil Nadu,COVID-19,"fever, cough",288,4,Low,241
2025-08-02,India,Delhi,Respiratory Infection,"cough, breathing issue, fever, sore throat",272,17,High,43
2025-06-18,Germany,Berlin,Flu,"cough, body pain, runny nose",488,12,Moderate,51
2026-05-15,India,Uttar Pradesh,Flu,"runny nose, cough, body pain",150,18,High,77
2026-05-03,USA,California,COVID-19,"cough, breathing difficulty",324,18,High,288
2026-01-01,India,Punjab,Diabetes,"increased thirst, frequent urination, weight loss, fatigue",126,3,Low,22
2025-11-28,USA,California,Asthma,"breathing difficulty, chest tightness",116,19,High,34
2025-10-17,Germany,Berlin,Flu,"body pain, cough",300,10,Moderate,3
2025-08-04,Canada,Ontario,Respiratory Infection,"breathing issue, fever",318,16,High,287
2025-12-06,Germany,Hesse,Flu,"body pain, runny nose",128,8,Moderate,29
2026-02-12,India,Rajasthan,Diabetes,"increased thirst, weight loss, frequent urination",72,13,Moderate,23
2026-02-15,India,Punjab,Skin Infection,"skin rash, swelling, redness, itching",353,13,Moderate,235
2025-07-26,USA,Texas,Diabetes,"fatigue, increased thirst, frequent urination, weight loss",424,11,Moderate,326
2025-12-11,USA,California,Flu,"body pain, runny nose",135,5,Low,108
2025-11-12,India,Uttar Pradesh,Respiratory Infection,"fever, sore throat, cough, breathing issue",99,13,Moderate,35
2025-06-22,Canada,Ontario,Skin Infection,"itching, redness",33,14,Moderate,5
2026-01-09,Canada,Alberta,Diabetes,"fatigue, frequent urination",280,4,Low,90
2026-05-05,India,Gujarat,Respiratory Infection,"fever, cough, breathing issue",65,3,Low,26
2025-07-06,Germany,Berlin,Migraine,"sensitivity to light, headache, nausea",102,18,High,63
2025-07-16,Germany,Berlin,Respiratory Infection,"sore throat, fever, cough, breathing issue",55,14,Moderate,4
2026-01-31,USA,Texas,COVID-19,"cough, breathing difficulty, loss of smell, fever",104,8,Moderate,10
2025-05-22,USA,Texas,Typhoid,"abdominal pain, loss of appetite, weakness, fever",25,15,High,12
2026-03-15,Germany,Hamburg,Typhoid,"weakness, loss of appetite",352,4,Low,279
2025-11-13,USA,New York,Respiratory Infection,"cough, breathing issue, sore throat",29,11,Moderate,14
2025-07-02,Germany,Berlin,Diabetes,"weight loss, frequent urination, fatigue, increased thirst",410,15,High,143
2026-03-16,Canada,Ontario,Diabetes,"fatigue, weight loss, increased thirst, frequent urination",471,4,Low,394
2026-01-23,Canada,Quebec,Skin Infection,"swelling, redness, skin rash, itching",90,13,Moderate,56
